V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.0473641685790809,-0.474493047753038,0.454133337174095,-1.81062407821563,-1.14180802625085,0.435155923480306,0.33041167079733,0.169805690188491,-0.438231068721563,0.190183353411388,0.370132485773264,-1.05346764823361,-2.11748151592636,-0.0990554218652288,-1.26180439448854,1.26645585205223,0.134452598410617,-1.03431269818999,0.906583199489767,-0.117432933775343,-0.112637561106051,-0.487755089021776,0.384686444905323,0.605977855265115,-0.778137056396659,-0.697973971778219,-0.0351905499267253,-0.0428567657201659,173.66,0
-0.22636581217627,1.2333843851287,-0.899321348504599,-0.71005242920976,0.876097309663337,-0.256982444187821,0.538866069558183,0.489491821121043,-0.510423757395423,-0.912875873456909,0.650029352771661,0.826287320853841,0.412709836659247,-0.593751263384141,-0.945240820915098,0.680823117207017,0.18711589086844,0.303801629430726,0.116494663932996,-0.0373599735205233,-0.257849534906107,-0.746277595116311,0.111150056361933,0.125574137249809,-0.378452875263175,0.123351221202373,0.0960334490676713,0.0089382530728301,10.11,0
1.15644995335781,0.298759312943297,0.570701079498791,1.45785403576038,-0.231940026291427,-0.358361974052311,0.121069742359964,-0.0816976007021803,0.147572329056432,-0.145264509547789,-0.106586763865009,1.06653585642273,0.615874388311915,-0.0764219552888979,-0.208023866000617,-0.857712406389132,0.336547617886964,-1.1858596419898,-0.494146787325019,-0.164818953022739,-0.0754396728154681,0.0747371329822237,-0.0253914873742067,0.429958937480961,0.649253949408028,-0.334347162484262,0.0470637574765127,0.0196671616099146,1.0,0
0.989231416779947,-0.262511971954322,0.202515739291558,1.16789722775101,-0.349076317311199,-0.220941718591429,0.037163022684367,-0.0409807715689404,0.317839798310213,-0.0084874227678047,-1.29781600612432,-0.560050612288647,-0.697587192164841,0.391123193968298,1.28095248679068,0.673858830100898,-0.797679871006911,0.323782908758668,-0.193231680895807,0.127762236298315,-0.0563365541963165,-0.519125679076248,-0.18679228819637,-0.491329479966648,0.438945640129904,-0.439295816478332,-0.000838597674484,0.0464845666654136,150.0,0
-0.652447725656204,0.940065486931424,-0.736707685799545,-1.6450528019113,2.30856410968412,3.67971098392061,-0.599224965370039,1.50720669888068,1.51271060000863,-1.91178974048965,0.988436342115272,-2.44719651982932,1.41263000620527,0.500219827352901,0.0720400818106555,0.651802950927271,1.17575177611288,0.584581956428981,-0.694779248423328,-0.0226050995183115,-0.385325847018879,-0.948002001793938,0.0781172346330999,0.499093765366299,-0.127655062064642,-0.269291877081615,0.150143132250619,0.0328291674641582,14.13,0
-0.274782782174871,0.433790387616024,1.7251265264983,0.295856319067593,-0.574206032079346,-0.24119811187778,0.268444767291127,0.150842428012883,0.141179220081523,-0.470679313859141,-0.447172226408585,-0.542146383568788,-1.67555411916072,0.193416991109674,0.602683370626097,-0.946172011534157,0.923623019651944,-0.923852418944306,1.06036180312567,-0.0077093667702453,-0.156449688872787,-0.349034951273554,0.167466135343887,0.414253222632143,-0.88012046863975,0.890067671525153,0.0950515931986841,0.143238701003983,28.41,0
-0.339403329234087,1.15902908424782,1.30082207906911,0.0585919943273416,0.0532628177346271,-0.972623885026703,0.740549655076649,-0.0935388551001604,-0.448055309617751,-0.522645651731787,-0.151926387237722,0.104403758556836,0.463385929126735,-0.498153174391055,0.855754842829819,0.366327443196535,-0.0111821321970593,-0.181136586895038,-0.093832962370328,0.136316992211259,-0.259686094079032,-0.660597435637609,-0.0181466871988783,0.34366306149167,-0.148885652115942,0.0706719620230154,0.247819895554789,0.0990104502641366,3.87,0
1.29265411426651,0.179316277796139,0.0049580768949142,0.455878849858479,-0.0018486853333219,-0.512987419558769,0.121834302963948,-0.219249982872546,0.0286852151157769,-0.0581196524074942,-0.965045204441368,0.284514666162036,0.966749431023389,0.0849374109993237,0.976010411315205,0.402540686533798,-0.731849318850928,-0.0529521516195362,0.0550884915896147,0.0045146526992536,0.0061497354275471,0.0647071642639641,-0.204512886695592,-0.390006370833402,0.651137942232497,0.476934778035279,-0.0351455149281203,0.0070259208450732,21.15,0
-1.40568865075798,-0.0767818359325146,-0.930985011677975,-1.46410433867638,0.358432070195702,-0.0698387599505747,-0.185914039221803,0.807759816629165,-1.84143615326327,-0.267152182704403,-0.341549138164928,-0.0524054647164839,0.659509900916911,0.658958975055882,0.437080058651177,-0.315106397262382,1.60935571689619,-2.83640760348234,-0.144723897950074,-0.172152448456604,0.600201903115025,1.51608805890231,0.0720762933189041,-0.882899788070305,-0.461087288420589,0.0364764121787146,-0.0777311109190617,-0.162424455645193,28.38,0
-1.82510012781328,0.394573652589688,1.09491433446647,-0.699733545777871,-0.23623705119016,-0.760785566966648,-0.294288856661195,-0.480242822982252,0.690916644265546,-0.194516853312392,-1.21000190470565,-0.622198959989067,-1.07355400755952,0.10499439053018,0.666729407884866,0.61418809579133,-0.52223133144595,0.350943220885779,-0.530361268827053,-0.135345012769928,0.87138726610736,0.283239480880536,-0.262941887636656,0.0717861429401387,-0.106548317603458,0.661911624168509,0.222887786278801,-0.0688457714882175,30.0,0
2.01793322217597,0.0096266962336913,-3.29737809964804,0.124549822289761,3.07709956484716,3.03737846893969,0.198329110283293,0.576724160251255,-0.306628135892267,0.383295477395279,0.0049433154093714,0.167641019490102,-0.296459489168634,1.01760094499193,0.605221780759287,-0.481685810848696,-0.523037289646407,-0.537671644730391,-0.514888222721027,-0.167971953094941,0.131204788142609,0.328634619003467,0.0080577390574774,0.701785564920653,0.502543038867914,-0.465631880386284,-0.0168223746359639,-0.0664510354038739,25.0,0
1.2485892961616,0.312533139485646,0.248760813594161,1.31748872365349,-0.018373973020229,-0.354014639557545,0.189856739638755,-0.170660124623605,0.202066511132728,-0.10314321041186,-1.05957472779004,0.727604750853973,0.815282352564067,-0.159990622611139,-0.40281266093231,-0.325713887206663,-0.243475021110699,-0.471088774260156,0.173343780134019,-0.094526055669766,-0.154037768585631,-0.191226717904254,-0.161437280421334,-0.0837547212693971,0.831580792835808,-0.313517285450027,0.0288318583078366,0.0156098417071836,5.72,0
1.04617243126984,-0.288165393990446,-0.38406687557891,0.217572708300162,-0.397167448246563,-1.38825857096844,0.582104858389631,-0.399174786985643,-0.0666987500414321,-0.128826584154996,-0.345066989325852,-0.175754564104107,-0.601432890107539,0.639090065291207,0.846680341597908,-0.0444661812838192,-0.116681531344175,-0.584831070011675,0.0772455668192334,0.171936554719237,0.0311025126424667,-0.240537688976669,-0.203725847058922,0.457556526804698,0.476035629125828,1.05756806375445,-0.144729320438056,0.0143746517586581,149.95,0
1.25031706986862,1.2118633289703,-2.15090218061864,1.15761458317048,1.81188046555689,-0.237623892648384,0.626595297388314,-0.0607948052516314,-0.739498529531559,-1.44906418033937,1.66250924635062,0.272974418679246,0.801821211143407,-3.39453222514292,0.633962016244303,1.29890153354611,2.19482777138706,1.72522819715651,-0.40086864797071,0.0465696161609712,-0.208847099378869,-0.464925245440823,-0.372650349949171,-1.64460244307513,0.961920540178284,-0.200765625205626,0.055360789219739,0.0720087702063497,4.99,0
-3.70447079945053,-3.95372376880542,1.73077300362409,-2.66073454185156,3.66718842566354,-3.8227368321391,-1.96235252684204,0.341836755445252,1.68822356521047,-2.17070533245964,0.9029975855005,1.59215454542939,-0.785177841666505,0.332490765189837,-0.860398072888298,-0.82019145464319,-0.383874644294117,0.306448463891486,0.315575169880256,0.80744589604293,0.243823209108562,-0.377017373352575,0.345640246237533,0.308281194166804,1.05670278675121,-1.09549176800877,-0.0975805006919735,0.121264658648473,4.72,0
-0.136771437567626,0.22200227118321,0.0470993107798715,-1.48113519397482,1.65764489863237,4.12853126469644,-1.27682733167145,-0.672045158154629,1.90431073997018,-1.01965642520219,0.331477833926851,-2.29452806035886,1.42189482108424,1.26726164716598,-0.937030867299861,0.597295970704856,0.0499527219851107,0.361831923308977,-0.462190464974623,-0.36067556202081,1.35573859267463,-0.777654239511256,-0.232761380744626,1.02528158872186,0.95701495652242,1.07259205059979,0.108430370732889,0.181901438513485,39.41,0
-1.33628286515861,-0.0858337194277256,0.309417160554411,-0.799157503045932,3.69299249804635,3.83711233731696,-0.0192431290735951,1.1872404979035,-0.0497457726521356,-1.09778760277619,-0.935116689366545,0.269652872597026,-0.754525144477413,-0.130560064049219,-1.88984571654871,-0.759247264286602,-0.111233708443724,-0.891102128270021,-0.365356692215246,0.0368720113949911,-0.283043920632554,-0.920283052127234,-0.233966091143414,0.659375693386804,0.996447168228767,-0.759019960271846,0.0392649008091862,0.0595480484262076,12.0,0
2.18412950325262,-1.17588049487899,-2.49646100543981,-3.05990952731444,0.0497895904672459,-0.676950084196004,-0.102980791487013,-0.279683520269764,0.587137340424869,-0.232910913897533,0.218496124850071,0.852689399447933,0.114945152661132,0.674168499828891,0.452429361741913,-2.45808301404821,-0.298995865623851,1.92353413931694,0.875548245488397,-0.473957268907759,-0.217498156183065,-0.0575001281047381,-0.0744074632049275,-0.210324042823218,0.429109206351033,-0.698235426900213,0.0185080178312527,-0.0615865586600772,59.99,0
